title,authors,year,publicationDate,link,abstract,river,keywords,source,scraped_at
Addressing climate-induced aridity in vineyards through a data-driven approach based on open-access EO: the case study of Negramaro in the Puglia region,"A. Capolupo, E. Tarantino",2025,2025-10-30,https://www.semanticscholar.org/paper/a317654ccb176109539c8b0e013fd68bc3b76cb5,"Viticulture holds great economic and cultural importance in the Mediterranean region, particularly in southern Italy. However, the impacts of climate change, such as rising temperatures, lower rainfall, and more frequent extreme weather events, are increasing aridity in traditional wine-producing areas. These changes threaten the long-term sustainability of vineyards by reducing grape yield and quality. This study introduces a data-based approach to assess and map water stress in vineyard landscapes, using freely available satellite data from European and American space programs. The method combines several environmental indicators that reflect drought and plant stress, including land surface temperature, changes in vegetation health, rainfall shortages, and soil water availability. These variables are analyzed using a statistical technique that reduces complexity and highlights dominant patterns of stress across space. The approach was applied to the Negramaro wine district in Brindisi, in southern Italy, an area highly exposed to water scarcity. The analysis produced vulnerability maps that identify zones most at risk, supporting precise and adaptive vineyard management strategies. These include optimized irrigation, better canopy management, and soil conservation measures. This method also supports broader planning efforts, such as climate-smart farming policies, remote sensing-based insurance schemes, and environmental subsidy targeting. The study shows that satellite data and statistical tools can guide practical solutions to climate challenges in agriculture.",,,Semantic Scholar,2025-12-10T22:51:19.620157
Water Resources for Hydrogen Production in Wyoming,"E. Holubnyak, D. Jones, S. Buckhold, and C. Nye",2025,2025-06-10,https://www.semanticscholar.org/paper/3b0aeea2a7b53baabbf42b60f60e26cb2649428c,"Careful and jealous preservation of our water resources is critical to meeting drinking, agricultural, and industrial water needs. Hydrogen is one of the most exciting mediums for energy storage and transmission, requiring about 10kg of water for every 1kg of hydrogen produced. Water has variable quality, making it more or less suitable for Hydrogen production. Water access and rights are complex and vary depending on the jurisdiction. Therefore, water resource characterization, treatment procedures, and waste disposal techniques are essential for the new Hydrogen economy.  Wyoming is the fifth driest state in the nation. As a result, freshwater access can be a limiting factor in the hydrogen production process as the rising population and regional droughts create uncertainty over freshwater availability. Despite hydrogen production's relatively low water demands - requiring less than 1% of the water used in Wyoming's agriculture by 2050 - introducing new water-consuming energy production faces public scrutiny. The resistance largely stems from concerns over water scarcity and the competition with existing water uses under the state's strict prior appropriation water rights system. Additionally, the lack of public awareness about the water requirements for each hydrogen production method further exacerbates negative attitudes. To ameliorate the issues of scarcity and public opposition, there is a proposal to use treated produced oil and gas water (PW) for hydrogen production.  The produced water market itself is a potential source of revenue for the state of Wyoming- currently, the United States oilfield water management market is valued at $37.5 billion. The Permian Basin is an example of an area that began to capitalize on its produced water resources. Although the Permian PW salinity is 8 to 10 times the salinity in Wyoming, the PW hauling market there has grown by 12% yearly since 2018. Treatment costs remain the most significant barrier to the beneficial reuse of produced water. As the freshwater resources become scarcer and the market for PW grows, incentives are strengthened to further the R&D of economical water treatment technologies.  Hydrogen Energy Research Center at the University of Wyoming School of Energy Resources H2ERC has partnered with Los Alamos National Laboratory, the Wyoming Energy Authority, U.S. Department of Energy, and two commercial companies to demonstrate a technology to desalinate produced water with heat and pressure, and then to maintain that heat to perform steam methane reforming with minimal energy input. This clever integration of water treatment and hydrogen generation will output 1 ton of hydrogen per day and be modular. The project will carry out a pilot-scale field demonstration of hydrogen production using produced water at a cost of 15% below existing methods ($1.30-$2.10/kg of H2), with the goal of reaching the DOE’s target of $1 per kg by 2030.",,"water, produced water",Semantic Scholar,2025-12-10T22:52:22.902606
Assessing University Students’ Perceptions of Environmental Issues in the Mediterranean Region: Enhancing Higher Education in Circular Bioeconomy,"M. Pachés, D. Aguado, A. L. Eusebi, F. Fatone, J. González-Camejo",2025,2025-06-19,https://www.semanticscholar.org/paper/742dd684a4da45b8b30f033fdbce01e12a9287f3,,,,Semantic Scholar,2025-12-10T22:52:22.902652
Unwinding the spiral of silence in rural America: looking backward with stories to plan forward,"Mary L. Keller, Kristiana Hansen, J. J. Shinker, Kristen D. Landreville, Kathryn E. Cooper, Emily Donaldson, Michelle Kim, Ginger B. Paige, Anders Van Sandt",2025,2025-08-13,https://www.semanticscholar.org/paper/48a35eadbd0af2d88e8891d088e15afe57444d3d,"In regions where climate change is perceived to be a controversial topic, people often self-silence rather than explore their concerns by speaking with others in their local social networks. The “spiral of silence” is a social feedback loop in which individuals are reluctant to speak about an issue because they believe they hold a minority opinion, leading to anxiety and fear, which prohibit action. Facilitating conversations about climate change is therefore a crucial step for researchers concerned with enhancing adaptive capacity. The goal of this paper is to provide a road map for engaging rural communities in conversations about their lived experiences with and local knowledge related to climate and water-related risks (e.g., drought). Our research focuses on unwinding the spiral of silence through community engagement to address the following questions: 1. How do rural Wyoming community members perceive recent climate conditions and water-related risks; and 2. How do rural Wyoming community members perceive and discuss future climate scenarios?Our first research question is addressed through analysis of results from a statewide survey, which are used to develop prompts for a scenario planning workshop to support the second research question. Our second research question is addressed through transcription and coding of recorded discussions and responses during and after participatory scenario planning workshops in key communities around the state.Results from the statewide survey indicate that respondents largely agree that all seasons are getting warmer than in the past and that drought is the dominant water risk of concern; however, there is uncertainty about community preparedness. Inclusion of prompts in our participatory scenario planning workshops that were aligned with statewide survey results allowed shared communication opportunities among community members and identified local knowledge of past drought events and associated adaptation strategies for the future.Our mixed-method approach provides an example for unwinding the spiral of silence in rural communities experiencing challenges and impacts of climate change.",,,Semantic Scholar,2025-12-10T22:52:22.902664
Neanderthal had a “crush” on fats. Macronutrient estimation in Middle Paleolithic (Late Mousterian) hunter-gatherers of southern Italy,"J. Crezzini, Alessandra Modi, Costanza Cannariato, D. Caramelli, A. Ronchitelli, Paolo Boscato, A. Moroni, F. Boschin",2025,2025-06-18,https://www.semanticscholar.org/paper/83f580f90045ae4a0f18c003009ed55aa181ffb0,"During the Late Mousterian period Apulia (southeastern Italy) was characterized by frequent and prolonged aridity that could have caused the scarcity of vegetable foods and, consequently, a lack of important nutritional compounds. Zooarchaeological studies from several Mousterian contexts show that Apulian Neanderthals may have responded to this crisis by increasing the exploitation of ungulates. In particular, bone grease rendering was likely one of the dominant activities conducted on-site. Anthropologists and nutritionists have long recognized that the diets of modern-day hunter-gatherers may represent a reference standard for human nutrition in the past and a model for their adaptation to specific environmental conditions. In addition, evaluating of certain qualitative and quantitative aspects of the animal/plant nutrient intake and absorption may provide important information regarding the nutritional needs and the physiology of these human groups. In this analysis, we combine ethnographic data related to animal economic subsistence patterns of hunter-gatherers, zooarchaeological data from Late Mousterian assemblages located in Apulia, the physiology of medium-large ungulates, as well as new paleo genomic analyses of Neanderthals and modern humans. Analyzing and displaying multiple sources of information allowed us to quantify a low daily energy intake from carbohydrates for Late Mousterian populations in southern Italy, in contrast to a surplus of animal protein and fats, obtained from the specific treatment of carcasses inferred from the zooarchaeological data.",,,Semantic Scholar,2025-12-10T22:55:32.342431
Tree size inequality as a driver of growth dominance across climatic gradients in managed silver fir forests in Europe,"Bohdan Kolisnyk, Shamim Ahmed, Camilla Wellstein, E. Uhl, Stanisław Drozdowski, K. Bielak",2025,2025-11-28,https://www.semanticscholar.org/paper/70b8490de3881f3787d5dabb4d43e5a67e891adf,"Competition for limited resources is a key driver of forest structure and dynamics. While growth dominance and tree size inequality are widely used to describe competitive interactions, their relationship remains poorly understood in managed forests. This study examines the links between growth dominance, tree size inequality, stocking density, and climatic conditions in silver fir (Abies alba Mill.) dominated stands. Using data from circular 109 plots established across four sites in Germany, Italy, and Poland, and incre­ment cores from 386 silver fir and 77 European beech trees, we fitted generalized additive models (GAM) to reconstruct individual tree growth and a piecewise structural equation model (SEM) to disentangle the direct and indirect effects of stand structure and climate aridity on growth dominance. The fitted GAMs showed moderate to high explanatory power (adjusted R² = 0.48–0.77). The SEM ex­plained a substantial proportion of variance in growth dominance (marginal R² = 0.57). Growth dominance increased strongly with tree size inequality (standardized estimate = 0.635), while climate aridity reduced it directly (–0.321) and indirectly through negative effects on tree size inequality (–0.324) and stocking density (–0.404). The total effect of climate aridity on growth dominance was substantial (–0.472). These findings demonstrate that growth dominance is an emergent property shaped by resource competi­tion, disturbance, and management legacies. Recognizing this is crucial for forest science and management, as it helps disentangle competition modes and highlights the need to integrate stand structure and com­petitive dynamics into silvicultural planning to sustain the stability and productivity of silver fir dominated stands.",,key driver,Semantic Scholar,2025-12-10T22:55:32.342465
Aridity drives global convergence of desert microbiomes and biogeochemical activities,"P. Leung, Sean K. Bay, W. W. Wong, Thanavit Jirapanjawat, Stephen D. J. Archer, Julian Beaman, Ameur Cherif, S. L. Chown, Don A. Cowan, Cecilia Demergasso, A. de los Ríos, J. DiRuggiero, Bo Elberling, Beat Frey, O. Gillor, David W. Graham, Puja Gupta, Ian D. Hogg, Heli Juottonen, M. Kytöviita, T. Makhalanyane, Laura K. Meredith, Thanh Nguyen-Dinh, Anders Priemé, J. Ramond, Steven D. Siciliano, Geok Yuan Annie Tan, K. Warren-Rhodes, Nimrod Wieler, Perran L. M. Cook, Manuel Delgado-Baquerizo, C. Greening",2025,2025-11-29,https://www.semanticscholar.org/paper/0be824e9e26cdaf09ace456153f305204b3764ad,,,,Semantic Scholar,2025-12-10T22:55:32.342495
"Microclimate Modification, Evapotranspiration, Growth and Essential Oil Yield of Six Medicinal Plants Cultivated Beneath a Dynamic Agrivoltaic System in Southern Italy","G. Disciglio, Antonio Stasi, A. Tarantino, L. Frabboni",2025,2025-08-01,https://www.semanticscholar.org/paper/e47518a44007e70b03827309c2d706f205d2dfb7,"This study, conducted in Southern Italy in 2023, investigated the effects of a dynamic agrivoltaics (AV) system on microclimate, water consumption, plant growth, and essential oil yield in six medicinal species: lavender (Lavandula angustifolia L. ‘Royal purple’), lemmon thyme (Thymus citriodorus (Pers.) Schreb. ar. ‘Aureus’), common thyme (Thymus vulgaris L.), rosemary (Salvia rosmarinus Spenn. ‘Severn seas’), mint (Mentha spicata L. ‘Moroccan’), and sage (Salvia officinalis L. subsp. Officinalis). Due to the rotating solar panels, two distinct ground zones were identified: a consistently shaded area under the panels (UP), and a partially shaded area between the panels (BP). These were compared to an adjacent full-sun control area (T). Microclimate parameters, including solar radiation, air and leaf infrared temperature, and soil temperature, were recorded throughout the cultivation season. Reference evapotranspiration (ETO) was calculated using Turc’s method, and crop evapotranspiration (ETC) was estimated with species-specific crop coefficients (KC). Results showed significantly lower microclimatic values in the UP plot compared to both BP and especially T, resulting in ETC reductions of 81.1% in UP and 13.1% in BP relative to T, an advantage in water-scarce environments. Growth and yield responses varied among species and treatment plots. Except for mint, all species showed a significant reduction in fresh biomass (40.1% to 48.8%) under the high shading of UP compared to T. However, no biomass reductions were observed in BP. Notably, essential oil yields were higher in both UP and BP plots (0.60–2.63%) compared to the T plot (0.51–1.90%). These findings demonstrate that dynamic AV systems can enhance water use efficiency and essential oil yield, offering promising opportunities for sustainable, high-quality medicinal crop production in arid and semi-arid regions.",,,Semantic Scholar,2025-12-10T22:55:32.342505
Nutritional Characterization of Annual and Perennial Glassworts from the Apulia Region (Italy),"L. G. Duri, Lucia Botticella, C. Lazzizera, E. Perrino, Angelica Giancaspro, A. Cammerino, A. Bonasia, Antonio Elia, G. Conversa",2025,2025-10-01,https://www.semanticscholar.org/paper/94958f1015ab6af0883a306e83d55416ae80666a,"Halophytes are increasingly recognized as sustainable crops that offer a wide range of nutrients. This study provides a nutritional characterization of annual (Salicornia europaea) and perennial (Sarcocornia fruticosa, Arthrocaulon macrostachyum) species of glasswort, collected from different coastal habitats in southern Italy. S. europaea was also cultivated under non-saline conditions. Results showed differences in mineral content, and bioactive compounds among genotypes, but they were modulated by environmental conditions, leading to significant site-specific variation. S. europaea, regardless of the collecting sites, exhibited the highest concentration of minerals (K, Ca, and Mg), chlorophylls, carotenoids, and phenolic compounds as well as antioxidant activity. A. macrostachyum stood out for its high flavonoid and sterol content, exhibiting other nutritional traits comparable to S. europaea when collected in a more arid site. A. macrostachyum and S. fruticosa displayed similar compositional features, showing the highest anthocyanin and iodine (187.8 µg 100 g−1 FW, on average) content. Sodium and potassium—critical for hypertension management—varied, exceeding the recommended Na/K ratio (1) for human consumption, especially in A. macrostachyum grown close to the sea. The most promising result was observed in non-saline S. europaea and in an A. macrostachyum sample (1.7, on average). Overall findings confirm the potential of both annual and perennial glassworts as nutritionally rich, sustainable crops for marginal environments.",,,Semantic Scholar,2025-12-10T22:55:32.342517
Copernicus Atmosphere Monitoring Service – Regional Air Quality Production System v1.0,"A. Colette, G. Collin, François Besson, Etienne Blot, Vincent Guidard, F. Meleux, Adrien Royer, Valentin Petiot, Claire Miller, Oihana Fermond, Alizé Jeant, M. Adani, Joaquim Arteta, Anna C. Benedictow, Robert Bergström, D. Bowdalo, Jørgen Brandt, G. Briganti, Ana C. Carvalho, J. Christensen, F. Couvidat, I. D’Elia, M. D’Isidoro, Hugo A. C. Denier van der Gon, Gael Descombes, Enza Di Tomaso, John Douros, J. Escribano, Henk Eskes, H. Fagerli, Y. Fatahi, Johannes Flemming, E. Friese, L. Frohn, Michael Gauss, C. Geels, Guido Guarnieri, Marc Guevara, A. Guion, Jonathon Guth, R. Hänninen, K. Hansen, Ulas Im, Ruud Janssen, M. Jeoffrion, M. Joly, Luke Jones, O. Jorba, Evgeni Kadantsev, M. Kahnert, Jacek W. Kaminski, R. Kouznetsov, R. Kranenburg, J. Kuenen, A. Lange, Joachim Langner, V. Lannuque, F. Macchia, A. Manders, M. Mircea, Agnes Nyiri, M. Olid, Carlos Pérez García-Pando, Y. Palamarchuk, A. Piersanti, Blandine Raux, Miha Razinger, Lennard Robertson, Arjo J. Segers, Martijn Schaap, P. Siljamo, David Simpson, Mikhail Sofiev, Anders Stangel, J. Struzewska, Carles Tena, Renske Timmermans, Thanos Tsikerdekis, S. Tsyro, S. Tyuryakov, A. Ung, A. Uppstu, A. Valdebenito, P. van Velthoven, L. Vitali, Zhuyun Ye, V. Peuch, L. Rouïl",2025,2025-10-07,https://www.semanticscholar.org/paper/d85268198f5914fe957b0393c23640c4135a20c5,"Abstract. The Copernicus Atmosphere Monitoring Service (CAMS) delivers a wide range of free and open products in relation to atmospheric composition at global and regional scales. The CAMS Regional Service produces daily forecasts, analyses, and reanalyses of air quality in Europe. This service relies on a distributed modelling production by 11 teams in 10 European countries: CHIMERE (France), DEHM (Denmark), EMEP (Norway), EURAD-IM (Germany), GEM-AQ (Poland), LOTOS-EUROS (the Netherlands), MATCH (Sweden), MINNI (Italy), MOCAGE (France), MONARCH (Spain), and SILAM (Finland). The project management and coordination of the service is conducted by a Centralised Regional Production Unit. Every day, each model produces 24 h analyses for the previous day and 97 h forecasts for 19 chemical species over a spatial domain at 0.1 × 0.1° resolution (approximately 10 km × 10 km), with 420 points in latitude and 700 in longitude and 10 vertical levels. Six pollen species are also delivered for the surface forecasts. The 11 individual models are then combined into an ENSEMBLE median. In total, more than 82 billion data points are made available for public use on a daily basis. The design of the system follows clear technical requirements in terms of consistency in the model setup and forcing fields (meteorology, surface anthropogenic emission fluxes, and chemical boundary conditions). But it also benefits from a diversity in the description of atmospheric processes through the design of the 11 European chemistry-transport models (CTMs) involved. The present article aims to provide a comprehensive technical documentation, both for the setup and for the diversity of CTMs involved in the service. We also include an overview of the main output products, their public dissemination, and the related evaluation and quality control strategy.",,,Semantic Scholar,2025-12-10T22:55:32.342554
Water soil erosion in the mediterranean and semi-arid region: bibliometric analysis (2002–2023),"Hayet Mnasri, Adélia N. Nunes, H. Sahnoun, Bilel Abdelkarim, Salah Mahmoudi",2025,2025-07-07,https://www.semanticscholar.org/paper/49be160bbfbcb50fd5afc4521ec67b5e59dcfdc8,,,,Semantic Scholar,2025-12-10T22:55:32.342565
Preliminary results of Moringa oleifera Lam. grown in a semi-arid Mediterranean environment in a climate change scenario,"Giulia Salsi, C. Greco, V. Laudicina, Caterina Lucia, S. Muscarella, Giuseppe Greco, S. Orlando, Giancarlo Fascella, M. Mammano",2025,2025-06-24,https://www.semanticscholar.org/paper/b793efda01afcdcd33a4b167d13e75d05b42b2c0,"Climate change, driven by greenhouse gas emissions, is altering global temperature and precipitation patterns, particularly affecting Mediterranean regions. Adaptation strategies, such as introducing low-input and resilient crops, are essential. Moringa oleifera Lam., a drought-tolerant tree native to north-west India, has emerged as a promising candidate due to its high nutritional value, rapid growth, and adaptability to arid environments.This study evaluated the effects of planting methods and spacing on the growth and leaf nutrient composition of M. oleifera in Sicily (southern Italy), a semiarid Mediterranean environment. The experiment was conducted over two growing seasons (2021–2022). In 2021, four treatment plots were tested: two planting methods (seeding, S; transplanting, T) and two spacings (50 cm and 100 cm). In 2022, based on 2021 results, two plots were maintained to assess spacing effects (50 and 100 cm) under transplanting.Transplanted plants (T) showed higher values than seeded (S) in plant height and biomass production. The T50 treatment reached the highest leaf biomass (15 kg ha−1) and nutrient accumulation. Total nitrogen content was 27 kg ha−1 in 2021 and 125 kg ha−1 in 2022 in T50. Similar trends were observed for phosphorus, calcium, potassium, and magnesium concentrations.Results demonstrate that M. oleifera maximizes growth and nutrient uptake when transplanted at 50 cm spacing. This cultivation approach supports its potential as a viable alternative crop in semiarid Mediterranean systems, promoting agricultural diversification and resilience for farmers.",,,Semantic Scholar,2025-12-10T22:56:35.830083
Remote sensed images for prediction of stem water potential in olive groves,"A. Ottaviano, C. Cavone, F. Abbatantuono, A. Tallou, R. Matarrese, V. Ancona, G. Lopriore, G. A. Vivaldi, A. D'Addabbo",2025,2025-10-30,https://www.semanticscholar.org/paper/b3cf8f9b106daa06b8d493745ade430de262dc84,"Accurate assessment of plant water status is essential for ensuring optimal crop yield and quality, particularly in arid and semi-arid regions. Stem water potential (Ψ-stem) is a reliable parameter of plant water status in several fruit orchards, including olive trees. However, traditional in situ measurements of Ψ-stem are labor-intensive, time-consuming, and destructive, allowing only limited samples and repetitions. Remote sensing technologies could be a promising alternative to conventional methods for estimating Ψ-stem. In this study, we conducted field measurements of midday Ψ-stem in an irrigated olive orchard located in southern Italy during the 2024 growing season, between June and October. Multispectral remotely sensed reflectance data were also collected simultaneously with the time of Ψ-stem in-situ measurements, acquired by Next-Generation PlanetScope, a new generation of spatial and time high-resolution satellites. Successively, 37 vegetation indices (VI) were computed from the PlanetScope images, and they were tested as proxies for Ψ-stem. A Random Forest (RF) model was used to perform multivariable regression, providing an accurate prediction of olive water status. The correlation coefficient between in-situ measured Ψ-stem and predicted Ψ-stem of the RF model is equal to R2 = 0.91 in training and R2 = 0.73 in test. Moreover, RF has given information about the importance of each VI in the regression estimates, furnishing useful insights about VI more involved in the Ψ-stem estimation.",,"plant water status, water status, plant water",Semantic Scholar,2025-12-10T22:56:35.830112
Evaluation of Performance in Collective Irrigation Agencies: A Systematic Review and a Meta‐Analysis,"Elahe Vafaei, Fırat Arslan, M. Lucas‐Borja, Saeed Shahabi Ahangarkolaee, D. Zema, S. M. Zimbone",2025,2025-11-30,https://www.semanticscholar.org/paper/aa29be742f5aa0b5e4cb9a62c01752874d3edf9f,"This study has carried out a comprehensive review of 51 studies using the original set of performance indicators (PIs) proposed by Malano and Burton in 2001, in order to evaluate the performance of collective irrigation agencies (CIAs) on a global scale. Bibliographic analysis has revealed a concentration of papers in semi‐arid areas, especially in Spain and Turkey. The meta‐analysis allowed a comprehensive diagnosis of CIAs operating in four countries (Italy, Malaysia, Spain and Turkey). The good performance of the CIAs was clearly associated with the following factors: satisfactory coverage of irrigation services, water delivery efficiency, financial self‐sufficiency, capacity of fee collection and economic production. These factors included responses to smaller command areas, the prevalence of on‐demand water distribution methods and water‐conveying systems in pressured pipelines, and the significant presence of farm drip systems. In contrast, the poorly performing CIAs presented poor irrigation service coverage and an excessive water supply to crops and personnel staff. These issues led to insufficient system operations as well as to poor economic performance, due to low financial self‐sufficiency, capacity of fee collection, economic production and high maintenance, operation and management costs.",,collective irrigation agencies,Semantic Scholar,2025-12-10T22:56:35.830137
SPICE Model for SiC Bipolar Transistor and TTL Inverter Degradation Due to Gamma Radiation,"A. Metreveli, A. Hallén, C. Zetterling",2025,2025-10-31,https://www.semanticscholar.org/paper/b822890f336eae3e4f4ae238c988f3d18313a694,"Silicon carbide (SiC) is a key material for electronics operating in harsh environments due to its wide bandgap, high thermal conductivity, and radiation hardness. In this work, we present a SPICE model for a 4H-SiC BJT and TTL inverter exposed to gamma radiation. The devices were fabricated using a dedicated SiC bipolar process at KTH (Sweden) and tested at the 60Co Calliope (Italy) facility up to 800 krad (Si). Experimental data, including Gummel plots and inverter transfer characteristics, were used to calibrate and refine a VBIC-based SPICE model. The adjusted model accounts for both bulk and surface degradation mechanisms by extracting parameters of forward current gain (βF), saturation current (IS), base resistance (RB), and forward transit time (TF). Results show a uniform degradation of BJTs, primarily manifested as reduced current gain and increased base resistance, while the inverter maintained functional operation up to 600 krad(Si). Extrapolation of the SPICE model predicts a failure threshold near 16 Mrad(Si), far exceeding the tolerance of conventional silicon circuits. By linking radiation-induced defects at the material and interface levels to circuit-level behavior, the proposed model enables realistic design and lifetime prediction of SiC integrated circuits for satellites, planetary missions, and other radiation-intensive applications.",,,Semantic Scholar,2025-12-10T22:56:35.830148
Yield and Plant Gas Exchange in Perennial Biomass Crops (BPGs) Under Different Water Regimes,"Elena Crapio, S. A. Corinzia, A. Piccitto, S. Cosentino, Giorgio Testa",2025,2025-08-21,https://www.semanticscholar.org/paper/82eaa0c3d8bee0be3e43d88f6f6ab091d9d6baa6,"The increasing demand for renewable energy, coupled with the urgent challenges posed by climate change, has positioned perennial biomass crops (BPGs) as essential and sustainable alternatives for bioenergy production. This study investigated the impact of irrigation regimes on the physiological performance of three BPG species—Arundo donax L., Saccharum spontaneum, and Miscanthus—with a focus on leaf gas exchange (net assimilation rate and transpiration rate) and instantaneous water use efficiency (iWUE) at varying levels of irrigation input, adopting a split-plot experimental design under the Mediterranean climatic conditions of Sicily (Italy). The results clearly showed that A. donax, a C3 species, outperformed the C4 species S. spontaneum and Miscanthus, exhibiting significantly higher stomatal conductance and net photosynthesis, especially under irrigated conditions. S. spontaneum demonstrated the highest iWUE, particularly in rainfed treatments, reflecting its efficient use of water. Miscanthus showed the greatest sensitivity to water stress, with a more pronounced decline in photosynthesis during drought periods. This study accentuated the role of effective water management and genotype selection in optimizing biomass yield and resource efficiency, providing valuable insights for improving crop productivity in Mediterranean and other semi-arid regions.",,,Semantic Scholar,2025-12-10T22:56:35.830155
Effects of Italian Mediterranean Organic Diet on the Gut Microbiota: A Pilot Comparative Study with Conventional Products and Free Diet,"L. di Renzo, G. Frank, Barbara Pala, Rossella Cianci, G. La Placa, G. Raffaelli, Roselisa Palma, Daniele Peluso, A. De Lorenzo, P. Gualtieri, On Behalf Of Clinical Nutrition And Nutrigenomics ",2025,2025-07-01,https://www.semanticscholar.org/paper/f383f108fbc816d1d9e76f91b6d579ef4197393f,"The human exposome, including dietary exposures such as pesticides, additives, and environmental contaminants, plays a critical role in shaping the gut microbiota (GM) and long-term health outcomes. While the Mediterranean Diet is known for its health-promoting effects, the role of food quality, specifically organic vs. conventional products, in modulating GM within this dietary pattern remains underexplored. The aim of this study was to evaluate (1) whether an Italian Mediterranean Organic Diet (IMOD) confers additional benefits compared to an Italian Mediterranean non-Organic Diet (IMnOD), and (2) the impact of IMOD and IMnOD versus a free diet (No Diet) on GM and anthropometric parameters. A randomized, controlled trial was conducted on 39 healthy subjects. Eligible subjects were divided into the following groups: (1) 4 weeks No Diet, (2) 4 weeks IMOD, and (3) 4 weeks IMnOD. Microbiota profiling (16S rRNA sequencing), body composition (BIA), and dietary adherence (MEDAS, FFQ) were evaluated. Distinct microbial shifts following both IMOD and IMnOD compared to No Diet were revealed. Several taxa previously associated with short-chain fatty acid (SCFA) biosynthesis (i.e., Anaerobutyricum hallii, Anaerostipes hadrus, and Dorea longicatena) were increased after both Mediterranean Diet interventions, while Parabacteroides distasonis showed a specific increase in the IMOD group. No significant changes in body weight or composition were observed. These findings suggest that adherence to a Mediterranean Diet, regardless of food source, reshapes the gut microbiota, while organic food intake may influence specific microbial trajectories. Our results support the relevance of food quality in dietary interventions.",,,Semantic Scholar,2025-12-10T22:56:35.830163
Ranking Nursing Diagnoses by Predictive Relevance for Intensive Care Unit Transfer Risk in Adult and Pediatric Patients: A Machine Learning Approach with Random Forest,"M. Cesare, M. Nurchis, Nursing And Public Health Group, Gianfranco Damiani, A. Cocchieri",2025,2025-06-01,https://www.semanticscholar.org/paper/7b1220cbf5017151e2ed3362301bf0b74bf8dd11,"Background/Objectives: In hospital settings, the wide variability of acute and complex chronic conditions—among both adult and pediatric patients—requires advanced approaches to detect early signs of clinical deterioration and the risk of transfer to the intensive care unit (ICU). Nursing diagnoses (NDs), standardized representations of patient responses to actual or potential health problems, reflect nursing complexity. However, most studies have focused on the total number of NDs rather than the individual role each diagnosis may play in relation to outcomes such as ICU transfer. This study aimed to identify and rank the specific NDs most strongly associated with ICU transfers in hospitalized adult and pediatric patients. Methods: A retrospective, monocentric observational study was conducted using electronic health records from an Italian tertiary hospital. The dataset included 42,735 patients (40,649 adults and 2086 pediatric), and sociodemographic, clinical, and nursing data were collected. A random forest model was applied to assess the predictive relevance (i.e., variable importance) of individual NDs in relation to ICU transfers. Results: Among adult patients, the NDs most strongly associated with ICU transfer were Physical mobility impairment, Injury risk, Skin integrity impairment risk, Acute pain, and Fall risk. In the pediatric population, Acute pain, Injury risk, Sleep pattern disturbance, Skin integrity impairment risk, and Airway clearance impairment emerged as the NDs most frequently linked to ICU transfer. The models showed good performance and generalizability, with stable out-of-bag and validation errors across iterations. Conclusions: A prioritized ranking of NDs appears to be associated with ICU transfers, suggesting their potential utility as early warning indicators of clinical deterioration. Patients presenting with high-risk diagnostic profiles should be prioritized for enhanced clinical surveillance and proactive intervention, as they may represent vulnerable populations.",,,Semantic Scholar,2025-12-10T22:56:35.830171
Promoting seed germination and seedling development of three varieties of Medicago sativa using Djelfa compost tea on degraded semi-arid soils,"Mohamed Azzouz, Talia SERSEG3, Hicham Nabil Azzouz, Mohammed Lamine Khenifi, Walid Elfalleh, H. Bendif",2025,2025-11-11,https://www.semanticscholar.org/paper/3c66f169f412d0733bf019fe8a22f0c8ea01cbc0,"The germination and early growth of three Medicago sativa varieties (American, Italian and Algerian) are evaluated in this study in relation to the effectiveness of a plant-based compost tea made from Djelfa compost tea in March 2024. According to physicochemical characterization, the compost tea had a rich mineral content with notable concentrations of bicarbonate and sulfate, a slightly acidic pH (6.78) and high electrical conductivity (3517.5 µS/cm). The Italian variety had the highest germination rate (88%), followed by the American (80%) and Algerian (48%) varieties, demonstrating genotype-dependent responsiveness in germination trials. Measurements of root and shoot growth also showed improved seedling quality, especially in the American variety, which exhibited the highest growth rate increases under compost tea treatment. These findings highlight how Djelfa compost tea can enhance alfalfa's early developmental stages by promoting growth and enriching nutrients. In order to maximize the benefits of compost tea, the study highlights the significance of varietal selection and dose optimization. This study offers important insights into sustainable agricultural practices through demonstrating the potential of eco-friendly compost teas and stressing the significance of adjusting their application to genotype-specific responses in Medicago sativa.",,,Semantic Scholar,2025-12-10T22:56:35.830179
Selection of Low-Chill Pistachio Cultivars for Adaptation to Climate Change in Temperate and Semi-Arid Regions,"Hamid Alipour, H. Hasheminasab, A. Ranjbar",2025,2025-11-03,https://www.semanticscholar.org/paper/36696f7028774405f1969d9b237cc7cfd382e7f7,,,,Semantic Scholar,2025-12-10T22:56:35.830186
