title,authors,year,publicationDate,link,abstract,river,keywords,source,scraped_at
Climate-Adaptive Irrigation Management in Venetian Reclamation Consortia (Italy),"Francesco Salmaso, A. Cogato, Lucia Bortolini",2025,2025-11-16,https://www.semanticscholar.org/paper/ad87467805282570e9c78f14f7665816966298db,"Climate change poses increasing challenges to Reclamation Consortia, which must ensure equitable and sustainable water distribution under conditions of growing scarcity. This study evaluates supplemental irrigation management strategies adopted by three Reclamation Consortia in the Venetian Plain (Northeast Italy): Piave, Veneto Orientale and Acque Risorgive. The Consortia were selected based on their territorial and structural characteristics, as well as their different approach to managing water resources. This study fills a critical gap by integrating FAO AquaCrop-based estimates of irrigation needs for the 2022 and 2023 irrigation seasons in maize, grapevine and radicchio with an institutional analysis of Reclamation Consortia, offering an innovative framework that links technical and governance aspects of sustainable water management. Results reveal considerable variability among Consortia in terms of organizational structure, technological adoption, and resilience to drought. The 2022 season, characterized by extreme drought, required substantially higher irrigation volumes across all crops and soil types with significant differences compared to 2023 (p < 0.001), particularly for maize and grapevine (73% more irrigation water in maize). Well-drained soils and sprinkler irrigated crops showed the highest water demand (+45 mm compared to drip irrigation, p = 0.058), while loamy soils and drip systems proved more efficient. The Piave Consortium demonstrated the most advanced management system, supported by digital tools and structured rotation schedules. Nevertheless, structural factors, such as geographic location and infrastructure capacity, play a critical role in shaping resilience, leading to higher vulnerability in Consortia like Veneto Orientale and robustness in Acque Risorgive during drought conditions (i.e., 2022). Overall, the findings highlight the need to strengthen the main pillars of adaptation in irrigated agriculture, i.e., technology (decision support systems), governance (inter-Consortium coordination), and infrastructure (storage facilities), to promote flexible irrigation planning, enhance adaptive capacity, and ensure long-term sustainability under changing climatic conditions. These strategies also contribute directly to the achievement of Sustainable Development Goals 2, 6, and 13 (Zero Hunger, Clean Water and Sanitation, and Climate Action) by improving water use efficiency, securing crop production, and enhancing resilience to climate change.",,"sustainable water distribution, growing scarcity",Semantic Scholar,2025-12-16T18:45:04.862181
Seed priming with plant waste extracts enhances maize drought tolerance in a genotype-specific manner,"Hisham Wazeer, Ahmad Zeidan, Jacopo Allevi, Andrea Pagano, C. Duenas, Adriano Marocco, L. Stagnati, Enrico Doria, A. Macovei",2025,2025-11-10,https://www.semanticscholar.org/paper/2dd10ff4c15a1ba2d7326b674a36644b4d20f1b5,"Climate change poses major challenges to the agri-food sector, with drought episodes, defined as extended periods of limited water availability, representing one of the most damaging stress factors. While drought tolerance has been extensively studied during vegetative and reproductive stages, its effects on seed germination remain comparatively underexplored. This is particularly relevant for maize (Zea mays), a globally relevant staple crop whose productivity is highly sensitive to water deficit, making the identification of drought-tolerant varieties a high priority. Addressing this challenge requires sustainable agricultural practices. Plant-based biostimulants (PBs), derived from natural sources, are gaining attention for their ability to promote plant growth, enhance stress resilience, and reduce reliance on synthetic fertilizers, thus supporting both bioeconomy and environmental sustainability. Similarly, seed priming, a pre-sowing technique that improves germination efficiency, offers an additional strategy to strengthen crop resilience. In this study, 26 Italian maize genotypes were evaluated for their drought-tolerance potential. Biostimulants produced from plant waste by-products (red chicory and cauliflower extracts) were applied as seed priming agents and the germination performance under drought stress was monitored over a 14 days period. The germination behavior was evaluated by calculating several parameters, including germination percentage, speed, seedling growth, and stress tolerance index. In addition, reactive oxygen species (ROS) accumulation was quantified in the dry seeds of selected genotypes, alongside the expression of genes involved in ROS homeostasis and drought response. The obtained results reveal genotype-dependent responses to drought and demonstrate that priming treatments enhanced both drought tolerance and germination performance in several maize genotypes. This study emphasizes the value of genetic diversity and highlights the potential of seed priming with plant-based biostimulants as a sustainable strategy within the framework of circular bioeconomy and climate-resilient agriculture.",,"Climate change poses, limited water availability, Climate change",Semantic Scholar,2025-12-16T18:49:16.748760
Summer drought predictability in the Euro-Mediterranean region in seasonal forecasts,"Giada Cerato, K. Bellomo, J. von Hardenberg",2025,2025-11-07,https://www.semanticscholar.org/paper/01d5bd64cefab8801e6897e6fa108590261155eb,"Seasonal drought forecasts are essential for risk management in climate-sensitive sectors, yet their performance across Europe remains uncertain. This study evaluates the ability of state-of-the-art seasonal forecast systems from the Copernicus Climate Change Service (C3S) to predict summer drought conditions in Europe using the June-July-August Standardized Precipitation Evapotranspiration Index (SPEI-3), which shows more spatially coherent and higher forecast skill across the region than the Standardized Precipitation Index (SPI). Leveraging this superior performance, we adopt SPEI-3 as the reference drought indicator. We then implement a systematic multi-metric evaluation framework to benchmark individual systems, their multi-model ensemble (MME) and to identify patterns of predictive skill across regions and lead times. Our findings reveal that when SPEI forecasts are initialized at the onset of the summer season, all models exhibit on average good quality in terms of correlation, accuracy, reliability, and discrimination skills, though with local variability. The performance is better for all models in Southern Europe, indicating higher predictability of SPEI in that region compared to Northern Europe, where summer drought variability is mainly driven by precipitation, which is inherently less predictable than temperature. Results show that, when a general analysis at regional scale is needed, the MME offers the most robust solution, demonstrating more widespread significant skill compared to single models, up to a 1-month lead time. These findings highlight the value of SPEI-based ensemble forecasts for early summer drought detection and provide actionable insights into where and when seasonal predictions offer the greatest utility across Europe.",,"Standardized Precipitation Index, Climate Change Service, Copernicus Climate Change, Precipitation Evapotranspiration Index, Standardized Precipitation Evapotranspiration, Standardized Precipitation",Semantic Scholar,2025-12-16T19:11:49.992671
A Scalable and Standardized Methodology for the Comparative Cost–Benefit Evaluation of Smart Readiness Indicator (SRI) Technologies Across Europe,"Turkay Ersener, Paraskevas Koukaras, D. Ioannidis, Christos Tjortjis, Byron Ioannou, Paris A. Fokaides",2025,2025-11-04,https://www.semanticscholar.org/paper/d7cd770810626e3662ff9f61823d224e17e941ca,"As the importance of energy efficiency and smart readiness in the building sector has been on the rise, the financial evaluation of smart-ready technologies (SRTs) remains a gap in this field. This study introduces a methodology that comparatively evaluates the cost–benefit relationship between 11 different SRTs across three European countries—Cyprus, Italy and The Netherlands. Key performance indicators (KPIs) for energy-focused aspects such as Country-Specific Energy Savings Potential (CSESP) and Seasonal Smart Efficiency Coefficient (SSEC) and financial aspects such as Smart Readiness Cost Index (SRCI), Labor Cost Impact Factor (LCIF), Return on Smart Investment (RoSI), and Smart Investment Break-Even Period (SIBEP) were used to quantify the performance of the SRTs. The results indicate that regional labor rates, energy pricing, and climatic conditions—as well as relative technology cost–benefit tradeoffs—play a significant role in the economic viability of smart-ready devices. Having low labor costs and energy pricing, Cyprus exhibited the most cost-effective outcomes among the three countries. Italy showed strong returns although the initial investments were higher. The Netherlands was observed to benefit the most from heating-oriented technologies. The study comes to the conclusion that regionally specific methods are necessary for the adoption of SRTs and that techno-economic performance cannot be assessed separately from local market dynamics. The proposed framework supports stakeholders and policymakers in smart building investment and planning by offering a scalable method for device-level benchmarking. These indicators are developed specifically for this study and are not part of the official EU SRI (Smart Readiness Indicator) methodology. Their inclusion supports device-level evaluation and complements ongoing efforts toward SRI standardization. This research directly addresses Sustainable Development Goal (SDG) 7 on Affordable and Clean Energy, as well as SDG 11 on Sustainable Development, by evaluating how smart-ready technologies can contribute to energy efficiency and decarbonization in buildings. Based on the results, further research is needed to expand the indicator framework to additional technologies, include building typology effects, and integrate dynamic factors such as CO2 pricing and real-time tariffs.",,,Semantic Scholar,2025-12-16T18:59:20.421856
Passive Rewilding of Old‐Established Plantations Into Native Forests,"Alessandro Bricca, S. Zerbe, Hannelore Fellin, Nicola Alessi, Simona Maccherini, G. Bonari",2025,2025-11-01,https://www.semanticscholar.org/paper/c2c97ceaac4da2a00e3e7096655de696f28cc5f9,"Do multiple environmental conditions filter plant communities in non‐native plantations similarly to the natural forests? Do upper forest layers act as additional filters on understory plant diversity? How do multiple environmental conditions and forest structure affect rewilding?        Trentino region (Italy).          Using a stratified random sampling design approach encompassing different elevations and aspects in non‐native old‐established black pine plantations of the eastern European Alps, we sampled 55 plots over 6200 km  2  in which we collected data on abiotic conditions and species cover for each forest layer (tree, shrub, herb), and forest regeneration (i.e., woody juvenile species). We adopted structural equation models (SEMs) to investigate the causal relationships between multiple environmental conditions and forest layer interactions on alpha and beta plant diversity. Furthermore, we ran redundancy analysis (RDA) to test for the effect of multiple environmental conditions and forest structural parameters on the ecology of the herbaceous communities.          High‐ and low‐elevation sites had reduced alpha diversity likely because of frost and drought climatic constraints. Shaded conditions due to tree canopy cover directly reduced alpha shrub diversity, and indirectly the herb diversity. Beta diversity of each layer was mainly influenced by slope and elevation. The composition of trees set off a cascading effect, shaping shrub communities and, in turn, the herbaceous and juvenile layers below.        Non‐native old‐established plantations close to the native range of black pine showed high diversity coupled with scarce regeneration. Our insights are crucial for understanding the rewilding of old‐established plantation forests. Future plantation programs should consider both the multiple spatial scales of the environmental conditions of the sites and the interaction among vegetation layers to achieve effective rewilding.",,,Semantic Scholar,2025-12-16T18:52:54.423683
SPICE Model for SiC Bipolar Transistor and TTL Inverter Degradation Due to Gamma Radiation,"A. Metreveli, A. Hallén, C. Zetterling",2025,2025-10-31,https://www.semanticscholar.org/paper/b822890f336eae3e4f4ae238c988f3d18313a694,"Silicon carbide (SiC) is a key material for electronics operating in harsh environments due to its wide bandgap, high thermal conductivity, and radiation hardness. In this work, we present a SPICE model for a 4H-SiC BJT and TTL inverter exposed to gamma radiation. The devices were fabricated using a dedicated SiC bipolar process at KTH (Sweden) and tested at the 60Co Calliope (Italy) facility up to 800 krad (Si). Experimental data, including Gummel plots and inverter transfer characteristics, were used to calibrate and refine a VBIC-based SPICE model. The adjusted model accounts for both bulk and surface degradation mechanisms by extracting parameters of forward current gain (βF), saturation current (IS), base resistance (RB), and forward transit time (TF). Results show a uniform degradation of BJTs, primarily manifested as reduced current gain and increased base resistance, while the inverter maintained functional operation up to 600 krad(Si). Extrapolation of the SPICE model predicts a failure threshold near 16 Mrad(Si), far exceeding the tolerance of conventional silicon circuits. By linking radiation-induced defects at the material and interface levels to circuit-level behavior, the proposed model enables realistic design and lifetime prediction of SiC integrated circuits for satellites, planetary missions, and other radiation-intensive applications.",,,Semantic Scholar,2025-12-16T18:52:54.423696
Coastal fresh groundwater extending deep offshore from southern Sicily (Italy): assessment of the Ragusa Aquifer via petrophysical and 3D hydrogeological modelling,"D. Chiacchieri, L. Lipparini, Elizabeth Quiroga Jordan, R. Bencini, A. Micallef",2025,2025-10-30,https://www.semanticscholar.org/paper/5a2f1339b8d0f764c6a72bce28557f97419c663e,,,,Semantic Scholar,2025-12-16T18:45:04.862173
Addressing climate-induced aridity in vineyards through a data-driven approach based on open-access EO: the case study of Negramaro in the Puglia region,"A. Capolupo, E. Tarantino",2025,2025-10-30,https://www.semanticscholar.org/paper/a317654ccb176109539c8b0e013fd68bc3b76cb5,"Viticulture holds great economic and cultural importance in the Mediterranean region, particularly in southern Italy. However, the impacts of climate change, such as rising temperatures, lower rainfall, and more frequent extreme weather events, are increasing aridity in traditional wine-producing areas. These changes threaten the long-term sustainability of vineyards by reducing grape yield and quality. This study introduces a data-based approach to assess and map water stress in vineyard landscapes, using freely available satellite data from European and American space programs. The method combines several environmental indicators that reflect drought and plant stress, including land surface temperature, changes in vegetation health, rainfall shortages, and soil water availability. These variables are analyzed using a statistical technique that reduces complexity and highlights dominant patterns of stress across space. The approach was applied to the Negramaro wine district in Brindisi, in southern Italy, an area highly exposed to water scarcity. The analysis produced vulnerability maps that identify zones most at risk, supporting precise and adaptive vineyard management strategies. These include optimized irrigation, better canopy management, and soil conservation measures. This method also supports broader planning efforts, such as climate-smart farming policies, remote sensing-based insurance schemes, and environmental subsidy targeting. The study shows that satellite data and statistical tools can guide practical solutions to climate challenges in agriculture.",,,Semantic Scholar,2025-12-16T18:45:04.862199
"Breeding in natural nesting sites can improve the resilience of local Lesser Kestrel (
 Falco naumanni
 ) populations to environmental changes","M. Sará, R. Mascara",2025,2025-10-28,https://www.semanticscholar.org/paper/bc211a7400ee897e365c571ee4b1158b5e045096,"The identification of key habitats of threatened species and of extrinsic environmental factors that influence their resilience to human‐induced environmental changes are the foundation for the definition of conservation objectives. Using the presence and numerical abundance data collected in a long‐term survey (2000–24) of breeding colonies of Lesser Kestrel  Falco naumanni  in Sicily (southern Italy), we defined occupancy patterns (on a focal sample of 99 colonies) and estimated population size (on a regional sample of 198 colonies). Each colony was categorized according to covariates based on its landscape (lowland, highland) and location in natural (cliffs) or artificial (buildings) sites. Occupancy modelling highlighted the prevalence of higher, annually variable colonization rates compared with low, annually constant local colony extinction rates. The colonization rates of the natural highland sites have a magnitude equivalent to those of local extinction rates of the artificial lowland sites, implying that local extinction in lowland colonies is compensated by colonization of cliffs in highlands. Furthermore, highland natural sites tend to have higher occupancy rates than colonies located elsewhere on the island. Since 2000, the Sicilian population increased to a peak of 1365 estimated pairs in 2011, then decreased, halving in 2019. From 2020 to 2024, a new numerical growth is taking place, mainly in the highland population. The lowland population is currently limited by the collapse of the buildings in which they nest and by drought and heatwaves that reduce offspring survival, while the cliffs of the cooler and wetter highland are buffering the overall population decline. These findings suggest concrete conservation actions to halt the species' decline in the island. Installing thermally insulated nestboxes can mitigate the loss of lowland breeding sites and reinforce the highland population.",,,Semantic Scholar,2025-12-16T18:56:31.064891
The use of Mediterranean native shrubs for improving the sustainability of urban environments,"Luca Leotta, S. Toscano, Antonio Ferrante, Daniela Romano",2025,2025-10-27,https://www.semanticscholar.org/paper/731beab126661a21233038b54c5942f8eb949a0a,"The Mediterranean Basin is home to one of the highest levels of biodiversity on Earth, with approximately 25,000 plant species. The typical vegetation in this region is predominantly consists of shrubs. Due to their anatomical, morphological, physiological, and biochemical characteristics, these plants can tolerate abiotic stress, particularly drought. Consequently, incorporating them could enhance the sustainability of urban green spaces. However, species native to the Mediterranean Basin are not yet widely represented in green spaces, despite their attractive ornamental traits. To quantify the contribution of Mediterranean native shrubs, a survey was conducted on Italian flora. Using a selection grid, species of potential interest were identified; these species belong to the Mediterranean chorotype and exhibit appealing ornamental characteristics. The overall attributes of these plant species support their ornamental use, owing to their form and the features of their leaves, flowers, or fruits. The investigation identified 369 species that are not currently available in commercial nurseries. The most represented families included  Rosaceae  ,  Asteraceae  ,  Fabaceae  ,  Lamiaceae  , and  Cistaceae  . Although the flowering period of each species is relatively short, the blooms of different species are distributed throughout the year. Therefore, by simultaneously utilizing various species, it is possible to ensure a continuous ornamental display.",,Mediterranean Basin,Semantic Scholar,2025-12-16T18:52:54.423623
From “build back the same” to transformative recovery: enablers and barriers for climate-focused pathways in post-disaster case studies across Europe,"Oksana Udovyk, Vitaliy Soloviy, Jordi Peris Blanes, Kh. Md. Nahiduzzaman, Fatma Özdoğan, Andrés David Maglione, Stella Pennino",2025,2025-10-23,https://www.semanticscholar.org/paper/91793dc01cd2a5f718b678db565570afa19084db,"Disasters are frequently framed as opportunities for transformative change. Yet in practice, recovery processes often restore unsustainable systems under the guise of resilience or return to normal. This article examines whether, how, and under what conditions post-disaster recovery can catalyze transformative recovery pathways with a focus on climate mitigation and adaptation. Our study presents an interdisciplinary analytical framework that integrates insights from transformative research, sustainability transitions, and resilience thinking, providing a pragmatic heuristic to navigate post-disaster recovery efforts. We apply the framework to four case studies that represent different systems triggered by different disruptions: agriculture in Italy (drought), housing in Türkiye (earthquake), mobility in Spain (flood), and energy in Ukraine (war). Our findings across the cases show that most recovery efforts fall short of reconfiguring the systems in focus, primarily reproducing pre-disaster patterns, with recovery processes commonly characterized by siloed governance, technocratic fixes, and fragmented activities. Still, disasters can also open opportunities for new climate solutions, collaborations, and narratives that can challenge existing regimes and path dependencies. This is possible through addressing the enablers and barriers that cut across different spheres of transformations. Based on the findings, we argue that transformative recovery cannot be enabled purely through risk management, technical adaptation, or return to normal, but must engage with questions of power, meaning, and governance. The study offers researchers a lens to analyze transformation potential across various types of systems and disruptions and provides policymakers and practitioners with insight into the conditions that are important for transformative recovery.",,,Semantic Scholar,2025-12-16T18:45:37.810880
Residential segregation in Southern European urban areas: Unravelling neighborhood effects and ethnic disparities in the city of Catania (Italy),"Francesca Bitonti, Daniela Ghio, A. Buonomo, Angelo Mazza",2025,2025-10-23,https://www.semanticscholar.org/paper/b334994808a0679a0cbf03999dbdffa9543cdb77,"This study examines the dynamics of residential segregation in Catania, a prominent urban centre in Southern Italy, between 2011 and 2021. Using Theil’s entropy-based H index and Shapley decomposition, segregation trends are analyzed at both micro and macro spatial levels, using two classifications: municipal districts and Urban-to-Extra-Urban (UEU) zones. The results reveal a duality in segregation processes, with micro-spatial level desegregation for all population sub-groups, offset by macro-spatial level clustering of migrant populations, especially, of Bangladeshis and Sri Lankans. In shaping these patterns, the study highlights the pivotal role of Italians’ resettlement in the spatial clustering of migrant populations. By distinguishing subpopulation-specific contributions to segregation changes, the findings underscore the importance of targeted urban policies, including affordable housing and improved infrastructure, to mitigate segregation. This research advances understanding of spatial assimilation and stratification dynamics, offering actionable insights for policymakers and urban planners. Future research should apply the proposed method to other cities to develop a comparative framework to address socio-spatial inequalities in Southern Europe.",,,Semantic Scholar,2025-12-16T18:59:20.421875
Genomic and regulatory basis of adaptation in Cameroonian Gudali and Simgud Cattle,"Youchahou Poutougnigni Matenchi, Matthew Hegarty",2025,2025-10-15,https://www.semanticscholar.org/paper/da13327d35f83d22565b385e8c63406f06424c38,,,,Semantic Scholar,2025-12-16T18:56:31.064931
The vulnerability of Mediterranean forests to extreme heat and drought events: the case of Holm oak (Quercus ilex L.) dieback in Italy,"S. Seddaiu, PA Ruiu, G. Piras, B. Scanu, GG Satta, A. Lentini, DS La Mela Veca, A. Sidoti, M. Castellaneta, M. Colangelo, N. Moretti, F. Ripullone, E. Tarasco, E. Gravano, EM Mocci, AG Delle Donne, G. Iacopetti, D. Bettini, F. Bussotti, M. Pollastrini",2025,2025-10-14,https://www.semanticscholar.org/paper/4db79c9951fa25befe2c2e6fb69f1fdd281add69,,,,Semantic Scholar,2025-12-16T18:45:03.641014
Evaluation of Soccer Use Performance of Tall Fescue as a Permanent Stand Turfgrass for Soccer Fields in Mediterranean Climates,"Giuliano Sciusco, S. Magni, Samuele Desii, Nicolò Colombini, M. Fontanelli, Tommaso Federighi, M. Volterrani",2025,2025-10-10,https://www.semanticscholar.org/paper/f8d5d7924c075a7445bff9478d0096dfeabffa8a,"High-quality playing surfaces enhance player experience and safety while serving as an appealing setting for spectators. Natural turfgrass provides optimal conditions at the beginning of the playing season but faces challenges under increasing field usage. Turfgrasses with high wear tolerance and quick recovery capacity are crucial for maintaining surface quality under intensive wear. Bermudagrass is the most used species in warm climates but needs winter overseeding in the transition zone. In Mediterranean climates, tall fescue (Schedonorus arundinaceus (Schreb.) Dumort, formerly Festuca arundinacea) has emerged as a promising species due to its tolerance to heat, drought, and salinity, alongside traits like deep rooting, shade adaptation, and wear resistance. The trial was conducted at the CeRTES experimental station in Rottaia, Pisa, Italy. Twenty-seven tall fescue cultivars and three cultivars of perennial ryegrass (Lolium perenne L.) were hand-seeded on 3 November 2022, at a rate of 43 g m−2. The experimental design consisted of plots measuring 4.5 m2 arranged in a randomized complete block design with three replications. The objective of the study is to evaluate the performance of twenty-seven cultivars of tall fescue with the aim of using the species in soccer fields with a permanent stand approach, with no need to manage spring and fall transitions. The field study encompasses determinations referring to the establishment stage, the maintenance at low cutting height stage (20 mm) and the subsequent stage of soccer use under different seasonal conditions (autumn, winter, and spring). Results showed that certain fescue cultivars, notably ‘Essential’, ‘Eyecandy’, and ‘FAG3/19-20208B’, exhibited quick establishment and adaptation to low cutting height (20 mm), and performed similarly to the reference ryegrasses ‘Gianna’ and ‘Mercitwo’ in terms of wear tolerance and recovery capacity across the three seasons. Moreover, most of the tested tall fescue cultivars performed well at a 20 mm mowing height, maintaining satisfactory quality and density. Among these, ‘Eyecandy’ and ‘Foxhound’ displayed finer leaf textures, comparable to those of the reference ryegrass.",,,Semantic Scholar,2025-12-16T18:45:37.810827
Future intensification of compound and consecutive drought and heatwave risks in Europe,"S. J. Sutanto, Confidence Duku, Merve Gülveren, R. Dankers, S. Paparrizos",2025,2025-10-09,https://www.semanticscholar.org/paper/38ea4749c7a02a06ff2ceaa8fcceaac441ceeeb9,"Abstract. The risks of extreme weather events, such as droughts and heatwaves, are expected to rise across Europe due to global warming, leading to more severe and worsening impacts. These impacts become even more pronounced when compound and consecutive (CnC) drought and heatwave hazards occur. Yet, most studies on drought and heatwave have focused on single hazard events rather than CnC events and their potential impacts. This study aims to identify the future characteristics of both single and compound drought and heatwave hazards across Europe. More specifically, we analyzed changes in the total number of events, average duration, total duration, and frequency. Droughts were identified using the Standardized Soil Moisture Index (SMI) and heatwaves were detected using the Variable Threshold Method (VTM). Both hazards were assessed using bias corrected simulations from the Inter-Sectoral Impact Model Intercomparison Project (ISIMIP) models from 1953 to 2014 for historical period and from 2039 to 2100 for future climate scenarios under SSP1-2.6 and SSP5-8.5. Furthermore, we employ a machine learning (ML) approach to project the impacts of droughts and heatwaves, using Germany as a case study. The ML models were developed using hazard characteristics as predictors and drought and heatwave impact data as response variables. Results indicate that the number, duration, and frequency of both drought and heatwave events are projected to increase under SSP1-2.6, with even higher increase for SSP5-8.5, not only when analyzed independently but also as CnC hazards. This applies not only in the south but also across multiple other European regions. Drought hotspots were identified in the Western Europe, with projections showing an expansion toward the South and East under SSP1-2.6, and across nearly all of Europe under SSP5-8.5 except for the northern regions. Heatwave hotspots were primarily located in eastern and southern Europe, particularly in Russia, Italy, and Portugal. Future scenarios suggest that southern Europe will remain a key hotspot for heatwaves. The occurrence of compound drought and heatwave events was projected to increase sixfold compared to the reference period, while consecutive drought and heatwave events might rise by up to 3.5 times under SSP5-8.5. Additionally, results also reveal that drought impacts on economic, non-economic, and ecosystem sectors are projected to double in Germany, while heatwave impacts on human health and mortality may increase ninefold by 2100. Our findings highlight the need to consider CnC hazards and show once more the urgency of climate adaptation and mitigation in limiting impacts across multiple sectors.",,"drought and heatwave, drought",Semantic Scholar,2025-12-16T18:45:37.810913
Biometric and molecular responses to water deficit in two contrasting Italian durum wheat cultivars,"Martino Schillaci, Mauro Centritto, E. Zampieri",2025,2025-10-08,https://www.semanticscholar.org/paper/0bfb1db762c514714f0643111b81f701e0e372e4,"The impact of global warming on agriculture is widely recognized, and events of water scarcity are predicted to increase in the upcoming years. In our study, we examined the response of two Triticum turgidum spp. durum cultivars, Marco Aurelio (MA) and Antalis (AN), to water deficit stress, focusing on biometric traits and the expression of selected genes in their shoots and roots. During the first part of the water stress cycle that lasted 25 days, MA and AN reached soil water content (SWC) of 14 and 25%, respectively. The applied water stress had a significant impact on plant growth, adversely affecting several biometric traits. Notably, the two cultivars showed distinct responses to drought: AN maintained root biomass, whereas MA sustained similar shoot biomass through spike production. Despite these differences, total plant biomass of the two genotypes did not differ under water stress conditions, suggesting an improved water use efficiency in AN. Gene expression analyses indicated a broadly similar stress response in both cultivars, marked by the activation of genes involved in stress response, hormone metabolism and detoxification pathways. However, two genes associated with flowering regulation, IAA15 and NTL3A, were specifically up-regulated in the shoots of MA plants under stress, enabling these plants to flower under stress conditions. The study examined how two durum wheat cultivars respond to water deficit at both the phenotypic and gene expression levels. While both cultivars showed similar reductions in biomass, they differed in water use and flowering time under stress, traits that could be useful for improving yield in dry climates. Early flowering response, particularly in the Antalis cultivar, led to improved water use efficiency (WUE) and may help avoid stress during the reproductive stage, potentially boosting yields.",,water,Semantic Scholar,2025-12-16T18:52:54.423674
Copernicus Atmosphere Monitoring Service – Regional Air Quality Production System v1.0,"A. Colette, G. Collin, François Besson, Etienne Blot, Vincent Guidard, F. Meleux, Adrien Royer, Valentin Petiot, Claire Miller, Oihana Fermond, Alizé Jeant, M. Adani, Joaquim Arteta, Anna C. Benedictow, Robert Bergström, D. Bowdalo, Jørgen Brandt, G. Briganti, Ana C. Carvalho, J. Christensen, F. Couvidat, I. D’Elia, M. D’Isidoro, Hugo A. C. Denier van der Gon, Gael Descombes, Enza Di Tomaso, John Douros, J. Escribano, Henk Eskes, H. Fagerli, Y. Fatahi, Johannes Flemming, E. Friese, L. Frohn, Michael Gauss, C. Geels, Guido Guarnieri, Marc Guevara, A. Guion, Jonathon Guth, R. Hänninen, K. Hansen, Ulas Im, Ruud Janssen, M. Jeoffrion, M. Joly, Luke Jones, O. Jorba, Evgeni Kadantsev, M. Kahnert, Jacek W. Kaminski, R. Kouznetsov, R. Kranenburg, J. Kuenen, A. Lange, Joachim Langner, V. Lannuque, F. Macchia, A. Manders, M. Mircea, Agnes Nyiri, M. Olid, Carlos Pérez García-Pando, Y. Palamarchuk, A. Piersanti, Blandine Raux, Miha Razinger, Lennard Robertson, Arjo J. Segers, Martijn Schaap, P. Siljamo, David Simpson, Mikhail Sofiev, Anders Stangel, J. Struzewska, Carles Tena, Renske Timmermans, Thanos Tsikerdekis, S. Tsyro, S. Tyuryakov, A. Ung, A. Uppstu, A. Valdebenito, P. van Velthoven, L. Vitali, Zhuyun Ye, V. Peuch, L. Rouïl",2025,2025-10-07,https://www.semanticscholar.org/paper/d85268198f5914fe957b0393c23640c4135a20c5,"Abstract. The Copernicus Atmosphere Monitoring Service (CAMS) delivers a wide range of free and open products in relation to atmospheric composition at global and regional scales. The CAMS Regional Service produces daily forecasts, analyses, and reanalyses of air quality in Europe. This service relies on a distributed modelling production by 11 teams in 10 European countries: CHIMERE (France), DEHM (Denmark), EMEP (Norway), EURAD-IM (Germany), GEM-AQ (Poland), LOTOS-EUROS (the Netherlands), MATCH (Sweden), MINNI (Italy), MOCAGE (France), MONARCH (Spain), and SILAM (Finland). The project management and coordination of the service is conducted by a Centralised Regional Production Unit. Every day, each model produces 24 h analyses for the previous day and 97 h forecasts for 19 chemical species over a spatial domain at 0.1 × 0.1° resolution (approximately 10 km × 10 km), with 420 points in latitude and 700 in longitude and 10 vertical levels. Six pollen species are also delivered for the surface forecasts. The 11 individual models are then combined into an ENSEMBLE median. In total, more than 82 billion data points are made available for public use on a daily basis. The design of the system follows clear technical requirements in terms of consistency in the model setup and forcing fields (meteorology, surface anthropogenic emission fluxes, and chemical boundary conditions). But it also benefits from a diversity in the description of atmospheric processes through the design of the 11 European chemistry-transport models (CTMs) involved. The present article aims to provide a comprehensive technical documentation, both for the setup and for the diversity of CTMs involved in the service. We also include an overview of the main output products, their public dissemination, and the related evaluation and quality control strategy.",,,Semantic Scholar,2025-12-16T18:52:53.197357
Wheat breeding trials will lose climate relevance in Europe,"R. D. S. Nóia-Júnior, Loïc Manceau, Boris Parent, Pierre Martre",2025,2025-10-01,https://www.semanticscholar.org/paper/133a08d3359164c3c3a738448e48060d9df49a4f,"Europe is a major wheat producer, but rising frequencies of drought and heatwaves increasingly threaten yields. To support breeding strategies aligned with future climatic challenges, we identified current European environments that are analogous to projected future drought and heat stress conditions in major wheat-growing regions. Using gridded crop model simulations with historical and future climate data from an ensemble of five global circulation models (RCP4.5 and RCP8.5 scenarios), we characterized stress patterns during key wheat developmental phases. We clustered environments into stress classes and computed a continuous similarity index to map analogue regions. Our results show that by the end of the century, most official value for cultivation and use (VCU) trial sites will face intensified drought and heat stresses, with stress combinations exceeding historical ranges. Current climate analogues for most VCU wheat trial sites in Central Europe are predominantly located in southern Spain, southern Italy, and parts of Greece, yet these analogue environments are projected to decrease substantially under high-emission scenarios. The disappearance of climate analogues threatens breeding based on past conditions. Our results highlight the need to rapidly adapt wheat breeding strategies in Europe to future climate conditions.",,"drought and heatwaves, drought and heat",Semantic Scholar,2025-12-16T18:45:04.862204
